City,Country,Month,Year,Humidity_Max,Humidity_Min,Temperature_Max,Temperature_Min,COVID-19,COVID-19_Advice,COVID-19_Symptoms,Dengue,Dengue_Advice,Dengue_Symptoms,Influenza,Influenza_Advice,Influenza_Symptoms,Malaria,Malaria_Advice,Malaria_Symptoms,Cholera,Cholera_Symptoms,Cholera_Advice,Tuberculosis,Tuberculosis_Advice,Tuberculosis_Symptoms,Asthma,Asthma_Symptoms,Asthma_Advice,Leptospirosis,Leptospirosis_Symptoms,Leptospirosis_Advice,Typhoid,Typhoid_Symptoms,Typhoid_Advice,Chickenpox,Chickenpox_Symptoms,Chickenpox_Advice,Pneumonia,Pneumonia_Symptoms,Pneumonia_Advice,Norovirus,Norovirus_Symptoms,Norovirus_Advice,Bronchitis,Bronchitis_Symptoms,Bronchitis_Advice,Hepatitis_A,Hepatitis_A_Symptoms,Hepatitis_A_Advice,Gastroenteritis,Gastroenteritis_Symptoms,Gastroenteritis_Advice,Hepatitis_E,Hepatitis_E_Symptoms,Hepatitis_E_Advice,Hay_Fever,Hay_Fever_Symptoms,Hay_Fever_Advice,Common_Cold,Common_Cold_Symptoms,Common_Cold_Advice,Allergic_Reactions,Allergic_Reactions_Symptoms,Allergic_Reactions_Advice,Hypothermia,Hypothermia_Symptoms,Hypothermia_Advice,Chikungunya,Chikungunya_Symptoms,Chikungunya_Advice
London,UK,1,2013,92,70,12,-7,1,"Stay up to date with vaccines, wear masks in crowded places, and isolate if sick.","Fever, Fatigue, Loss of Taste",15,"Wear long sleeves, use mosquito repellents, and avoid areas with dengue outbreaks.","Joint Pain, Severe Headache",95,"Get vaccinated, wash hands regularly, and avoid close contact during flu season.","Fever, Fatigue, Sore Throat",15,"Use mosquito nets, remove stagnant water, and take antimalarial meds in risk areas.","Chills, Sweating",15,"Severe Diarrhea, Dehydration, Nausea","Drink clean water, maintain proper sanitation, and seek medical help immediately if symptoms appear.",15,"Cover mouth when coughing, get tested early, and complete antibiotic treatment.","Cough, Night Sweats, Chest Pain",15,"Wheezing, Shortness of Breath, Chest Tightness","Avoid allergens, use prescribed inhalers, and monitor air quality.",15,"Fever, Muscle Pain, Vomiting","Avoid contact with contaminated water, wear protective clothing, and maintain hygiene.",15,"Prolonged Fever, Weakness, Abdominal Pain","Drink clean water, eat properly cooked food, and maintain sanitation.",15,"Itchy Rash, Fever, Tiredness","Stay isolated, avoid scratching, and use calamine lotion for relief.",15,"Cough with Phlegm, Fever, Difficulty Breathing","Seek medical attention, take prescribed antibiotics, and rest adequately.",95,"Sudden vomiting, diarrhea, stomach cramps","Disinfect surfaces, avoid contaminated food, hydrate well",15,"Persistent cough (with mucus), wheezing, mild fever","Avoid smoking, wear a scarf in cold air, rest",15,"Jaundice, fatigue, nausea",Avoid contaminated water/food,15,"Diarrhea, vomiting, dehydration","ORS, avoid raw food, boil water",15,"Jaundice, dark urine, fatigue","Drink clean water, avoid street food",15,"Sneezing, runny nose, itchy eyes","Pollen forecasts, nasal sprays",92,"Runny nose, sore throat, sneezing","Dress warmly, drink warm fluids",15,"Swelling, redness, anaphylaxis (rare)",Carry epi-pen if allergic,15,"Confusion, shivering, drowsiness","Warm clothing, heated homes",15,"Fever, joint pain (severe), rash","Pain relievers (avoid aspirin), rest"
London,UK,2,2013,92,38,13,-4,1,"Stay up to date with vaccines, wear masks in crowded places, and isolate if sick.","Fatigue, Dry Cough, Fever",5,"Wear long sleeves, use mosquito repellents, and avoid areas with dengue outbreaks.","Skin Rash, Bleeding Gums",90,"Get vaccinated, wash hands regularly, and avoid close contact during flu season.","Runny Nose, Fatigue",5,"Use mosquito nets, remove stagnant water, and take antimalarial meds in risk areas.","Chills, Sweating, Fever",13,"Severe Diarrhea, Dehydration, Nausea","Drink clean water, maintain proper sanitation, and seek medical help immediately if symptoms appear.",35,"Cover mouth when coughing, get tested early, and complete antibiotic treatment.","Night Sweats, Weight Loss, Cough",68,"Wheezing, Shortness of Breath, Chest Tightness","Avoid allergens, use prescribed inhalers, and monitor air quality.",22,"Fever, Muscle Pain, Vomiting","Avoid contact with contaminated water, wear protective clothing, and maintain hygiene.",45,"Prolonged Fever, Weakness, Abdominal Pain","Drink clean water, eat properly cooked food, and maintain sanitation.",35,"Itchy Rash, Fever, Tiredness","Stay isolated, avoid scratching, and use calamine lotion for relief.",95,"Cough with Phlegm, Fever, Difficulty Breathing","Seek medical attention, take prescribed antibiotics, and rest adequately.",25,"Sudden vomiting, diarrhea, stomach cramps","Disinfect surfaces, avoid contaminated food, hydrate well",95,"Persistent cough (with mucus), wheezing, mild fever","Avoid smoking, wear a scarf in cold air, rest",35,"Jaundice, fatigue, nausea",Avoid contaminated water/food,35,"Diarrhea, vomiting, dehydration","ORS, avoid raw food, boil water",35,"Jaundice, dark urine, fatigue","Drink clean water, avoid street food",35,"Sneezing, runny nose, itchy eyes","Pollen forecasts, nasal sprays",35,"Runny nose, sore throat, sneezing","Dress warmly, drink warm fluids",35,"Swelling, redness, anaphylaxis (rare)",Carry epi-pen if allergic,35,"Confusion, shivering, drowsiness","Warm clothing, heated homes",35,"Fever, joint pain (severe), rash","Pain relievers (avoid aspirin), rest"
London,UK,3,2013,90,72,11,-2,1,"Stay up to date with vaccines, wear masks in crowded places, and isolate if sick.","Loss of Taste, Fever, Dry Cough",35,"Wear long sleeves, use mosquito repellents, and avoid areas with dengue outbreaks.","High Fever, Skin Rash",35,"Get vaccinated, wash hands regularly, and avoid close contact during flu season.","Sore Throat, Fever, Runny Nose",25,"Use mosquito nets, remove stagnant water, and take antimalarial meds in risk areas.","Chills, Headache",25,"Severe Diarrhea, Dehydration, Nausea","Drink clean water, maintain proper sanitation, and seek medical help immediately if symptoms appear.",35,"Cover mouth when coughing, get tested early, and complete antibiotic treatment.","Weight Loss, Cough",92,"Wheezing, Shortness of Breath, Chest Tightness","Avoid allergens, use prescribed inhalers, and monitor air quality.",23,"Fever, Muscle Pain, Vomiting","Avoid contact with contaminated water, wear protective clothing, and maintain hygiene.",27,"Prolonged Fever, Weakness, Abdominal Pain","Drink clean water, eat properly cooked food, and maintain sanitation.",15,"Itchy Rash, Fever, Tiredness","Stay isolated, avoid scratching, and use calamine lotion for relief.",35,"Cough with Phlegm, Fever, Difficulty Breathing","Seek medical attention, take prescribed antibiotics, and rest adequately.",85,"Sudden vomiting, diarrhea, stomach cramps","Disinfect surfaces, avoid contaminated food, hydrate well",25,"Persistent cough (with mucus), wheezing, mild fever","Avoid smoking, wear a scarf in cold air, rest",35,"Jaundice, fatigue, nausea",Avoid contaminated water/food,35,"Diarrhea, vomiting, dehydration","ORS, avoid raw food, boil water",35,"Jaundice, dark urine, fatigue","Drink clean water, avoid street food",90,"Sneezing, runny nose, itchy eyes","Pollen forecasts, nasal sprays",35,"Runny nose, sore throat, sneezing","Dress warmly, drink warm fluids",32,"Swelling, redness, anaphylaxis (rare)",Carry epi-pen if allergic,35,"Confusion, shivering, drowsiness","Warm clothing, heated homes",35,"Fever, joint pain (severe), rash","Pain relievers (avoid aspirin), rest"
London,UK,4,2013,92,76,18,5,1,"Stay up to date with vaccines, wear masks in crowded places, and isolate if sick.","Shortness of Breath, Fatigue",35,"Wear long sleeves, use mosquito repellents, and avoid areas with dengue outbreaks.","Skin Rash, Joint Pain",35,"Get vaccinated, wash hands regularly, and avoid close contact during flu season.","Muscle Pain, Fatigue",35,"Use mosquito nets, remove stagnant water, and take antimalarial meds in risk areas.","Sweating, Fever",15,"Severe Diarrhea, Dehydration, Nausea","Drink clean water, maintain proper sanitation, and seek medical help immediately if symptoms appear.",40,"Cover mouth when coughing, get tested early, and complete antibiotic treatment.","Night Sweats, Cough",80,"Wheezing, Shortness of Breath, Chest Tightness","Avoid allergens, use prescribed inhalers, and monitor air quality.",15,"Fever, Muscle Pain, Vomiting","Avoid contact with contaminated water, wear protective clothing, and maintain hygiene.",20,"Prolonged Fever, Weakness, Abdominal Pain","Drink clean water, eat properly cooked food, and maintain sanitation.",43,"Itchy Rash, Fever, Tiredness","Stay isolated, avoid scratching, and use calamine lotion for relief.",35,"Cough with Phlegm, Fever, Difficulty Breathing","Seek medical attention, take prescribed antibiotics, and rest adequately.",90,"Sudden vomiting, diarrhea, stomach cramps","Disinfect surfaces, avoid contaminated food, hydrate well",25,"Persistent cough (with mucus), wheezing, mild fever","Avoid smoking, wear a scarf in cold air, rest",35,"Jaundice, fatigue, nausea",Avoid contaminated water/food,35,"Diarrhea, vomiting, dehydration","ORS, avoid raw food, boil water",35,"Jaundice, dark urine, fatigue","Drink clean water, avoid street food",85,"Sneezing, runny nose, itchy eyes","Pollen forecasts, nasal sprays",35,"Runny nose, sore throat, sneezing","Dress warmly, drink warm fluids",43,"Swelling, redness, anaphylaxis (rare)",Carry epi-pen if allergic,35,"Confusion, shivering, drowsiness","Warm clothing, heated homes",35,"Fever, joint pain (severe), rash","Pain relievers (avoid aspirin), rest"
London,UK,5,2013,90,76,22,8,1,"Stay up to date with vaccines, wear masks in crowded places, and isolate if sick.","Loss of Taste, Fatigue, Fever",35,"Wear long sleeves, use mosquito repellents, and avoid areas with dengue outbreaks.","Skin Rash, High Fever, Severe Headache",35,"Get vaccinated, wash hands regularly, and avoid close contact during flu season.","Sore Throat, Runny Nose",50,"Use mosquito nets, remove stagnant water, and take antimalarial meds in risk areas.","Nausea, Headache",18,"Severe Diarrhea, Dehydration, Nausea","Drink clean water, maintain proper sanitation, and seek medical help immediately if symptoms appear.",30,"Cover mouth when coughing, get tested early, and complete antibiotic treatment.","Night Sweats, Fatigue, Cough",34,"Wheezing, Shortness of Breath, Chest Tightness","Avoid allergens, use prescribed inhalers, and monitor air quality.",13,"Fever, Muscle Pain, Vomiting","Avoid contact with contaminated water, wear protective clothing, and maintain hygiene.",19,"Prolonged Fever, Weakness, Abdominal Pain","Drink clean water, eat properly cooked food, and maintain sanitation.",95,"Itchy Rash, Fever, Tiredness","Stay isolated, avoid scratching, and use calamine lotion for relief.",35,"Cough with Phlegm, Fever, Difficulty Breathing","Seek medical attention, take prescribed antibiotics, and rest adequately.",25,"Sudden vomiting, diarrhea, stomach cramps","Disinfect surfaces, avoid contaminated food, hydrate well",25,"Persistent cough (with mucus), wheezing, mild fever","Avoid smoking, wear a scarf in cold air, rest",35,"Jaundice, fatigue, nausea",Avoid contaminated water/food,80,"Diarrhea, vomiting, dehydration","ORS, avoid raw food, boil water",35,"Jaundice, dark urine, fatigue","Drink clean water, avoid street food",90,"Sneezing, runny nose, itchy eyes","Pollen forecasts, nasal sprays",35,"Runny nose, sore throat, sneezing","Dress warmly, drink warm fluids",35,"Swelling, redness, anaphylaxis (rare)",Carry epi-pen if allergic,35,"Confusion, shivering, drowsiness","Warm clothing, heated homes",35,"Fever, joint pain (severe), rash","Pain relievers (avoid aspirin), rest"
London,UK,6,2013,94,75,25,10,1,"Stay up to date with vaccines, wear masks in crowded places, and isolate if sick.","Fatigue, Fever, Dry Cough",1,"Wear long sleeves, use mosquito repellents, and avoid areas with dengue outbreaks.","Joint Pain, High Fever",35,"Get vaccinated, wash hands regularly, and avoid close contact during flu season.","Fatigue, Muscle Pain",35,"Use mosquito nets, remove stagnant water, and take antimalarial meds in risk areas.","Sweating, Headache",35,"Severe Diarrhea, Dehydration, Nausea","Drink clean water, maintain proper sanitation, and seek medical help immediately if symptoms appear.",30,"Cover mouth when coughing, get tested early, and complete antibiotic treatment.","Chest Pain, Fatigue",80,"Wheezing, Shortness of Breath, Chest Tightness","Avoid allergens, use prescribed inhalers, and monitor air quality.",17,"Fever, Muscle Pain, Vomiting","Avoid contact with contaminated water, wear protective clothing, and maintain hygiene.",25,"Prolonged Fever, Weakness, Abdominal Pain","Drink clean water, eat properly cooked food, and maintain sanitation.",30,"Itchy Rash, Fever, Tiredness","Stay isolated, avoid scratching, and use calamine lotion for relief.",23,"Cough with Phlegm, Fever, Difficulty Breathing","Seek medical attention, take prescribed antibiotics, and rest adequately.",25,"Sudden vomiting, diarrhea, stomach cramps","Disinfect surfaces, avoid contaminated food, hydrate well",25,"Persistent cough (with mucus), wheezing, mild fever","Avoid smoking, wear a scarf in cold air, rest",35,"Jaundice, fatigue, nausea",Avoid contaminated water/food,80,"Diarrhea, vomiting, dehydration","ORS, avoid raw food, boil water",35,"Jaundice, dark urine, fatigue","Drink clean water, avoid street food",95,"Sneezing, runny nose, itchy eyes","Pollen forecasts, nasal sprays",35,"Runny nose, sore throat, sneezing","Dress warmly, drink warm fluids",35,"Swelling, redness, anaphylaxis (rare)",Carry epi-pen if allergic,35,"Confusion, shivering, drowsiness","Warm clothing, heated homes",35,"Fever, joint pain (severe), rash","Pain relievers (avoid aspirin), rest"
London,UK,7,2013,95,69,33,16,1,"Stay up to date with vaccines, wear masks in crowded places, and isolate if sick.","Dry Cough, Loss of Taste, Shortness of Breath",80,"Wear long sleeves, use mosquito repellents, and avoid areas with dengue outbreaks.","High Fever, Severe Headache",35,"Get vaccinated, wash hands regularly, and avoid close contact during flu season.","Fatigue, Fever",34,"Use mosquito nets, remove stagnant water, and take antimalarial meds in risk areas.","Fever, Nausea, Headache",15,"Severe Diarrhea, Dehydration, Nausea","Drink clean water, maintain proper sanitation, and seek medical help immediately if symptoms appear.",35,"Cover mouth when coughing, get tested early, and complete antibiotic treatment.","Night Sweats, Cough",25,"Wheezing, Shortness of Breath, Chest Tightness","Avoid allergens, use prescribed inhalers, and monitor air quality.",10,"Fever, Muscle Pain, Vomiting","Avoid contact with contaminated water, wear protective clothing, and maintain hygiene.",14,"Prolonged Fever, Weakness, Abdominal Pain","Drink clean water, eat properly cooked food, and maintain sanitation.",85,"Itchy Rash, Fever, Tiredness","Stay isolated, avoid scratching, and use calamine lotion for relief.",45,"Cough with Phlegm, Fever, Difficulty Breathing","Seek medical attention, take prescribed antibiotics, and rest adequately.",25,"Sudden vomiting, diarrhea, stomach cramps","Disinfect surfaces, avoid contaminated food, hydrate well",25,"Persistent cough (with mucus), wheezing, mild fever","Avoid smoking, wear a scarf in cold air, rest",35,"Jaundice, fatigue, nausea",Avoid contaminated water/food,35,"Diarrhea, vomiting, dehydration","ORS, avoid raw food, boil water",35,"Jaundice, dark urine, fatigue","Drink clean water, avoid street food",35,"Sneezing, runny nose, itchy eyes","Pollen forecasts, nasal sprays",35,"Runny nose, sore throat, sneezing","Dress warmly, drink warm fluids",90,"Swelling, redness, anaphylaxis (rare)",Carry epi-pen if allergic,35,"Confusion, shivering, drowsiness","Warm clothing, heated homes",35,"Fever, joint pain (severe), rash","Pain relievers (avoid aspirin), rest"
London,UK,8,2013,80,60,23,14,1,"Stay up to date with vaccines, wear masks in crowded places, and isolate if sick.","Fatigue, Loss of Taste",2,"Wear long sleeves, use mosquito repellents, and avoid areas with dengue outbreaks.","Skin Rash, High Fever, Bleeding Gums",35,"Get vaccinated, wash hands regularly, and avoid close contact during flu season.","Runny Nose, Sore Throat, Fatigue",77,"Use mosquito nets, remove stagnant water, and take antimalarial meds in risk areas.","Fever, Headache",33,"Severe Diarrhea, Dehydration, Nausea","Drink clean water, maintain proper sanitation, and seek medical help immediately if symptoms appear.",45,"Cover mouth when coughing, get tested early, and complete antibiotic treatment.","Cough, Fatigue",60,"Wheezing, Shortness of Breath, Chest Tightness","Avoid allergens, use prescribed inhalers, and monitor air quality.",15,"Fever, Muscle Pain, Vomiting","Avoid contact with contaminated water, wear protective clothing, and maintain hygiene.",29,"Prolonged Fever, Weakness, Abdominal Pain","Drink clean water, eat properly cooked food, and maintain sanitation.",38,"Itchy Rash, Fever, Tiredness","Stay isolated, avoid scratching, and use calamine lotion for relief.",35,"Cough with Phlegm, Fever, Difficulty Breathing","Seek medical attention, take prescribed antibiotics, and rest adequately.",25,"Sudden vomiting, diarrhea, stomach cramps","Disinfect surfaces, avoid contaminated food, hydrate well",25,"Persistent cough (with mucus), wheezing, mild fever","Avoid smoking, wear a scarf in cold air, rest",35,"Jaundice, fatigue, nausea",Avoid contaminated water/food,35,"Diarrhea, vomiting, dehydration","ORS, avoid raw food, boil water",35,"Jaundice, dark urine, fatigue","Drink clean water, avoid street food",35,"Sneezing, runny nose, itchy eyes","Pollen forecasts, nasal sprays",80,"Runny nose, sore throat, sneezing","Dress warmly, drink warm fluids",90,"Swelling, redness, anaphylaxis (rare)",Carry epi-pen if allergic,35,"Confusion, shivering, drowsiness","Warm clothing, heated homes",35,"Fever, joint pain (severe), rash","Pain relievers (avoid aspirin), rest"
London,UK,9,2013,85,68,22,11,1,"Stay up to date with vaccines, wear masks in crowded places, and isolate if sick.","Loss of Taste, Shortness of Breath, Fatigue",30,"Wear long sleeves, use mosquito repellents, and avoid areas with dengue outbreaks.","High Fever, Severe Headache",85,"Get vaccinated, wash hands regularly, and avoid close contact during flu season.","Runny Nose, Fatigue, Sore Throat",24,"Use mosquito nets, remove stagnant water, and take antimalarial meds in risk areas.","Nausea, Chills, Sweating",38,"Severe Diarrhea, Dehydration, Nausea","Drink clean water, maintain proper sanitation, and seek medical help immediately if symptoms appear.",25,"Cover mouth when coughing, get tested early, and complete antibiotic treatment.","Fatigue, Night Sweats, Weight Loss",37,"Wheezing, Shortness of Breath, Chest Tightness","Avoid allergens, use prescribed inhalers, and monitor air quality.",18,"Fever, Muscle Pain, Vomiting","Avoid contact with contaminated water, wear protective clothing, and maintain hygiene.",23,"Prolonged Fever, Weakness, Abdominal Pain","Drink clean water, eat properly cooked food, and maintain sanitation.",34,"Itchy Rash, Fever, Tiredness","Stay isolated, avoid scratching, and use calamine lotion for relief.",90,"Cough with Phlegm, Fever, Difficulty Breathing","Seek medical attention, take prescribed antibiotics, and rest adequately.",25,"Sudden vomiting, diarrhea, stomach cramps","Disinfect surfaces, avoid contaminated food, hydrate well",25,"Persistent cough (with mucus), wheezing, mild fever","Avoid smoking, wear a scarf in cold air, rest",35,"Jaundice, fatigue, nausea",Avoid contaminated water/food,35,"Diarrhea, vomiting, dehydration","ORS, avoid raw food, boil water",35,"Jaundice, dark urine, fatigue","Drink clean water, avoid street food",35,"Sneezing, runny nose, itchy eyes","Pollen forecasts, nasal sprays",80,"Runny nose, sore throat, sneezing","Dress warmly, drink warm fluids",60,"Swelling, redness, anaphylaxis (rare)",Carry epi-pen if allergic,35,"Confusion, shivering, drowsiness","Warm clothing, heated homes",35,"Fever, joint pain (severe), rash","Pain relievers (avoid aspirin), rest"
London,UK,10,2013,86,55,15,8,1,"Stay up to date with vaccines, wear masks in crowded places, and isolate if sick.","Dry Cough, Loss of Taste",26,"Wear long sleeves, use mosquito repellents, and avoid areas with dengue outbreaks.","Bleeding Gums, High Fever",90,"Get vaccinated, wash hands regularly, and avoid close contact during flu season.","Sore Throat, Fever, Runny Nose",34,"Use mosquito nets, remove stagnant water, and take antimalarial meds in risk areas.","Nausea, Fever",33,"Severe Diarrhea, Dehydration, Nausea","Drink clean water, maintain proper sanitation, and seek medical help immediately if symptoms appear.",30,"Cover mouth when coughing, get tested early, and complete antibiotic treatment.","Night Sweats, Fatigue",35,"Wheezing, Shortness of Breath, Chest Tightness","Avoid allergens, use prescribed inhalers, and monitor air quality.",18,"Fever, Muscle Pain, Vomiting","Avoid contact with contaminated water, wear protective clothing, and maintain hygiene.",33,"Prolonged Fever, Weakness, Abdominal Pain","Drink clean water, eat properly cooked food, and maintain sanitation.",32,"Itchy Rash, Fever, Tiredness","Stay isolated, avoid scratching, and use calamine lotion for relief.",80,"Cough with Phlegm, Fever, Difficulty Breathing","Seek medical attention, take prescribed antibiotics, and rest adequately.",45,"Sudden vomiting, diarrhea, stomach cramps","Disinfect surfaces, avoid contaminated food, hydrate well",85,"Persistent cough (with mucus), wheezing, mild fever","Avoid smoking, wear a scarf in cold air, rest",35,"Jaundice, fatigue, nausea",Avoid contaminated water/food,35,"Diarrhea, vomiting, dehydration","ORS, avoid raw food, boil water",35,"Jaundice, dark urine, fatigue","Drink clean water, avoid street food",35,"Sneezing, runny nose, itchy eyes","Pollen forecasts, nasal sprays",35,"Runny nose, sore throat, sneezing","Dress warmly, drink warm fluids",35,"Swelling, redness, anaphylaxis (rare)",Carry epi-pen if allergic,35,"Confusion, shivering, drowsiness","Warm clothing, heated homes",35,"Fever, joint pain (severe), rash","Pain relievers (avoid aspirin), rest"
London,UK,11,2013,95,74,12,-1,1,"Stay up to date with vaccines, wear masks in crowded places, and isolate if sick.","Loss of Taste, Shortness of Breath",15,"Wear long sleeves, use mosquito repellents, and avoid areas with dengue outbreaks.","High Fever, Bleeding Gums, Joint Pain",15,"Get vaccinated, wash hands regularly, and avoid close contact during flu season.","Fever, Runny Nose",13,"Use mosquito nets, remove stagnant water, and take antimalarial meds in risk areas.","Headache, Fever, Sweating",11,"Severe Diarrhea, Dehydration, Nausea","Drink clean water, maintain proper sanitation, and seek medical help immediately if symptoms appear.",12,"Cover mouth when coughing, get tested early, and complete antibiotic treatment.","Weight Loss, Night Sweats, Chest Pain",12,"Wheezing, Shortness of Breath, Chest Tightness","Avoid allergens, use prescribed inhalers, and monitor air quality.",12,"Fever, Muscle Pain, Vomiting","Avoid contact with contaminated water, wear protective clothing, and maintain hygiene.",15,"Prolonged Fever, Weakness, Abdominal Pain","Drink clean water, eat properly cooked food, and maintain sanitation.",12,"Itchy Rash, Fever, Tiredness","Stay isolated, avoid scratching, and use calamine lotion for relief.",15,"Cough with Phlegm, Fever, Difficulty Breathing","Seek medical attention, take prescribed antibiotics, and rest adequately.",90,"Sudden vomiting, diarrhea, stomach cramps","Disinfect surfaces, avoid contaminated food, hydrate well",13,"Persistent cough (with mucus), wheezing, mild fever","Avoid smoking, wear a scarf in cold air, rest",15,"Jaundice, fatigue, nausea",Avoid contaminated water/food,15,"Diarrhea, vomiting, dehydration","ORS, avoid raw food, boil water",15,"Jaundice, dark urine, fatigue","Drink clean water, avoid street food",15,"Sneezing, runny nose, itchy eyes","Pollen forecasts, nasal sprays",15,"Runny nose, sore throat, sneezing","Dress warmly, drink warm fluids",15,"Swelling, redness, anaphylaxis (rare)",Carry epi-pen if allergic,90,"Confusion, shivering, drowsiness","Warm clothing, heated homes",15,"Fever, joint pain (severe), rash","Pain relievers (avoid aspirin), rest"
London,UK,12,2013,94,73,11,-6,1,"Stay up to date with vaccines, wear masks in crowded places, and isolate if sick.","Fatigue, Fever",12,"Wear long sleeves, use mosquito repellents, and avoid areas with dengue outbreaks.","High Fever, Skin Rash",96,"Get vaccinated, wash hands regularly, and avoid close contact during flu season.","Sore Throat, Fatigue, Muscle Pain",14,"Use mosquito nets, remove stagnant water, and take antimalarial meds in risk areas.","Nausea, Chills",15,"Severe Diarrhea, Dehydration, Nausea","Drink clean water, maintain proper sanitation, and seek medical help immediately if symptoms appear.",15,"Cover mouth when coughing, get tested early, and complete antibiotic treatment.","Cough, Chest Pain",14,"Wheezing, Shortness of Breath, Chest Tightness","Avoid allergens, use prescribed inhalers, and monitor air quality.",12,"Fever, Muscle Pain, Vomiting","Avoid contact with contaminated water, wear protective clothing, and maintain hygiene.",11,"Prolonged Fever, Weakness, Abdominal Pain","Drink clean water, eat properly cooked food, and maintain sanitation.",15,"Itchy Rash, Fever, Tiredness","Stay isolated, avoid scratching, and use calamine lotion for relief.",15,"Cough with Phlegm, Fever, Difficulty Breathing","Seek medical attention, take prescribed antibiotics, and rest adequately.",90,"Sudden vomiting, diarrhea, stomach cramps","Disinfect surfaces, avoid contaminated food, hydrate well",15,"Persistent cough (with mucus), wheezing, mild fever","Avoid smoking, wear a scarf in cold air, rest",15,"Jaundice, fatigue, nausea",Avoid contaminated water/food,15,"Diarrhea, vomiting, dehydration","ORS, avoid raw food, boil water",15,"Jaundice, dark urine, fatigue","Drink clean water, avoid street food",15,"Sneezing, runny nose, itchy eyes","Pollen forecasts, nasal sprays",15,"Runny nose, sore throat, sneezing","Dress warmly, drink warm fluids",15,"Swelling, redness, anaphylaxis (rare)",Carry epi-pen if allergic,80,"Confusion, shivering, drowsiness","Warm clothing, heated homes",14,"Fever, joint pain (severe), rash","Pain relievers (avoid aspirin), rest"
London,UK,1,2014,90,77,8,2,1,"Stay up to date with vaccines, wear masks in crowded places, and isolate if sick.","Fatigue, Shortness of Breath, Fever",15,"Wear long sleeves, use mosquito repellents, and avoid areas with dengue outbreaks.","Bleeding Gums, Joint Pain",95,"Get vaccinated, wash hands regularly, and avoid close contact during flu season.","Muscle Pain, Fever",15,"Use mosquito nets, remove stagnant water, and take antimalarial meds in risk areas.","Sweating, Nausea, Chills",15,"Severe Diarrhea, Dehydration, Nausea","Drink clean water, maintain proper sanitation, and seek medical help immediately if symptoms appear.",15,"Cover mouth when coughing, get tested early, and complete antibiotic treatment.","Night Sweats, Chest Pain",15,"Wheezing, Shortness of Breath, Chest Tightness","Avoid allergens, use prescribed inhalers, and monitor air quality.",15,"Fever, Muscle Pain, Vomiting","Avoid contact with contaminated water, wear protective clothing, and maintain hygiene.",15,"Prolonged Fever, Weakness, Abdominal Pain","Drink clean water, eat properly cooked food, and maintain sanitation.",15,"Itchy Rash, Fever, Tiredness","Stay isolated, avoid scratching, and use calamine lotion for relief.",15,"Cough with Phlegm, Fever, Difficulty Breathing","Seek medical attention, take prescribed antibiotics, and rest adequately.",95,"Sudden vomiting, diarrhea, stomach cramps","Disinfect surfaces, avoid contaminated food, hydrate well",15,"Persistent cough (with mucus), wheezing, mild fever","Avoid smoking, wear a scarf in cold air, rest",15,"Jaundice, fatigue, nausea",Avoid contaminated water/food,15,"Diarrhea, vomiting, dehydration","ORS, avoid raw food, boil water",15,"Jaundice, dark urine, fatigue","Drink clean water, avoid street food",15,"Sneezing, runny nose, itchy eyes","Pollen forecasts, nasal sprays",92,"Runny nose, sore throat, sneezing","Dress warmly, drink warm fluids",15,"Swelling, redness, anaphylaxis (rare)",Carry epi-pen if allergic,15,"Confusion, shivering, drowsiness","Warm clothing, heated homes",15,"Fever, joint pain (severe), rash","Pain relievers (avoid aspirin), rest"
London,UK,2,2014,94,75,10,1,1,"Stay up to date with vaccines, wear masks in crowded places, and isolate if sick.","Shortness of Breath, Loss of Taste, Fever",5,"Wear long sleeves, use mosquito repellents, and avoid areas with dengue outbreaks.","Skin Rash, Severe Headache, Bleeding Gums",90,"Get vaccinated, wash hands regularly, and avoid close contact during flu season.","Sore Throat, Fever",5,"Use mosquito nets, remove stagnant water, and take antimalarial meds in risk areas.","Headache, Chills",17,"Severe Diarrhea, Dehydration, Nausea","Drink clean water, maintain proper sanitation, and seek medical help immediately if symptoms appear.",90,"Cover mouth when coughing, get tested early, and complete antibiotic treatment.","Chest Pain, Cough",91,"Wheezing, Shortness of Breath, Chest Tightness","Avoid allergens, use prescribed inhalers, and monitor air quality.",25,"Fever, Muscle Pain, Vomiting","Avoid contact with contaminated water, wear protective clothing, and maintain hygiene.",45,"Prolonged Fever, Weakness, Abdominal Pain","Drink clean water, eat properly cooked food, and maintain sanitation.",35,"Itchy Rash, Fever, Tiredness","Stay isolated, avoid scratching, and use calamine lotion for relief.",95,"Cough with Phlegm, Fever, Difficulty Breathing","Seek medical attention, take prescribed antibiotics, and rest adequately.",25,"Sudden vomiting, diarrhea, stomach cramps","Disinfect surfaces, avoid contaminated food, hydrate well",95,"Persistent cough (with mucus), wheezing, mild fever","Avoid smoking, wear a scarf in cold air, rest",35,"Jaundice, fatigue, nausea",Avoid contaminated water/food,35,"Diarrhea, vomiting, dehydration","ORS, avoid raw food, boil water",35,"Jaundice, dark urine, fatigue","Drink clean water, avoid street food",35,"Sneezing, runny nose, itchy eyes","Pollen forecasts, nasal sprays",35,"Runny nose, sore throat, sneezing","Dress warmly, drink warm fluids",35,"Swelling, redness, anaphylaxis (rare)",Carry epi-pen if allergic,35,"Confusion, shivering, drowsiness","Warm clothing, heated homes",35,"Fever, joint pain (severe), rash","Pain relievers (avoid aspirin), rest"
